A,EB,MS,S,FM,LF,HS,DP,LP,OHV,HV,SLF,LONI,GDPPCA,LNI,LFDLE,TE,EIR,TA,LANI,API,APE,LNICTI,LCEC,LC,Stability,ALRBL,BLNR,BS,PL,B,NLP,LLR,SR,G,APS,UNPROFOR,UNPROFOR relations,PCNIRH,PCAO,RGDPGR ,CPI,SDR,EC,Class
1,0,1,1,1,0.5,0.5,0.25,1,0.052,0.052,0.25,0.157,0.088,0.166,0.921,0.934,0.82,0.043,0.115,0.105,0.916,0.064,0.943,1,1,1,1,0,1,1,0,0.5,0.25,1,0.2,0,0,0.199,0.55,0.68,0.601,0.338,0.832,Farmers-good
1,0.9,1,1,1,0.75,0.889,0.75,1,0.259,0.259,0.75,0.211,0.145,0.244,0.684,0.776,0.621,0.187,0.12,0.042,0.996,0.385,0.794,1,0.5,1,1,0,1,1,0,0.5,0.75,0,0,1,0.8,0.398,0.63,0.308,1,0.193,0.355,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,0.5,0.311,0.311,0.75,0.636,0.756,0.696,0.473,0.33,0.605,0.452,0.463,0.728,0.29,0.047,0.657,1,0.5,0.683,0,0,1,1,0.25,0.75,0.5,0,0,1,0.8,0.191,1,0.459,0.622,0.021,0,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,1,0.778,0.778,0.75,0.374,0.179,0.404,0.627,0.671,0.657,0.475,0.333,0.216,0.868,0,0.315,1,0.5,0.735,0,0,1,1,0.25,0.75,0.5,0,0,1,0.5,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.895,0.2,1,1,0.75,0.5,0.833,0.75,0.5,0.259,0.259,0.75,0.533,0.271,0.561,0.122,0.561,0.669,0.322,0,0,1,1,0.273,1,1,1,1,0,1,1,0,0.5,0.75,0,0,1,0.5,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,1,0.207,0.207,0.25,0.178,0.127,0.224,0.473,0.736,0.535,0.236,0,0,1,1,0.573,1,1,1,1,0,1,1,0,0.5,0.5,0,0,1,0.5,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.947,0,1,1,0.75,0.5,0.833,0.75,0.5,1,1,0.5,0.874,0.583,0.896,0,0.341,0.686,0.9,0.739,1,0.065,0,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0,0,0,0.398,0.63,0.308,1,0.193,0.355,Farmers-good
0.895,0.6,1,1,1,0.75,0.667,0.25,0.5,0.311,0.311,0.5,1,0.732,1,0.473,0.736,0.877,0.472,0,0,1,1,1,1,1,0.213,0,0,1,1,0.25,0.75,0.5,0,0,1,1,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.078,0.078,0.5,0.063,0.076,0.138,0.789,0.681,0.23,0.05,0.114,0.132,0.883,0,0.452,1,1,1,1,0,0,1,0,0.5,0.75,0,0,1,0.8,0.089,0.641,0.46,0.399,0.081,0.628,Farmers-good
0.789,0.4,1,1,0.75,0.5,0.833,0.75,0.25,0.389,0.389,0.5,0.272,0.131,0.385,0,0.341,0.378,0.424,0,0,1,1,0.772,1,0.5,1,1,0.016,1,1,0,0.5,0.25,1,0.123,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.6,0,0.8,0.5,0.25,0.667,0.75,0.5,0,0.13,0.75,0.208,0.101,0.248,0.684,0.746,0.584,0.145,0,0,1,1,0.589,0.25,1,1,1,0.001,1,1,0,0.5,0.5,0,0,1,0.8,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.2,1,1,0.75,0.5,0.833,0.75,1,0.104,0.104,0.25,0.096,0.318,0.124,1,0.89,0.631,0.174,0.102,0.033,1,0,0.573,1,0.5,1,1,0,1,1,0,0.5,0.5,1,0.128,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.526,0.4,1,1,1,0.75,0.778,0.5,0.5,0.492,0.492,0.75,0.228,0.161,0.31,0.605,0.526,0.428,0.304,0.256,0.643,0.311,0,0,1,0.75,1,1,0,1,1,0,0.5,0.75,1,0.3,0,0,0.398,0.63,0.308,1,0.193,0.355,Farmers-good
0.421,0.2,1,1,0.5,0.5,1,1,0.5,0.648,0.648,0.25,0.131,0.064,0.146,0.934,0.923,0.767,0.325,0.083,0.036,0.989,0.25,1,1,0.75,1,1,0.004,1,1,0,0.5,0.25,1,0.154,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.947,0.4,1,1,1,0.5,0.667,0.5,0.5,0.13,0.13,0.75,0.153,0.128,0.189,0.561,0.616,0.294,0.16,0.155,0.151,0.876,0,0.143,1,0.75,1,1,0,1,1,0,0.5,0.75,1,0.132,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.895,0.4,1,1,1,1,1,1,0.5,0.181,0.181,0.25,0.162,0.085,0.184,0.781,0.868,0.693,0.135,0.01,0.006,0.997,0.887,1,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.947,0.6,1,1,1,0.5,0.667,0.5,0.5,0.415,0.415,0.75,0.666,0.549,0.638,0.605,0.736,0.813,0.369,0.134,0.044,0.999,0.741,0.886,1,1,1,1,0,1,1,0,0.5,0.5,0,0,1,1,0.047,0.303,0.862,0.733,0.164,0.679,Farmers-good
1,0.6,1,1,1,0.5,0.5,0.25,0.5,0.778,0.778,0.75,0.242,0.125,0.292,0.451,0.671,0.55,0.639,0,0,1,1,0.886,1,0.75,1,1,0.167,1,1,0,0.5,0.5,0,0,1,0.8,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,0.5,0.259,0.259,0.75,0.258,0.133,0.337,0.666,0.517,0.456,0.755,0,0,1,1,0,1,0.5,0.471,0,0,1,1,0.25,0.75,0.5,0,0,1,0.8,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.6,1,1,0.5,0.5,1,1,0.5,0.073,0.073,0.75,0.216,0.234,0.275,0.737,0.647,0.5,0.116,0.003,0.001,1,0.984,0,1,0.5,0.751,0,0.002,1,1,0.25,0.75,0.5,0,0,1,1,0.222,0.581,0.689,0.751,0.22,0.228,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,0.5,0.778,0.778,0.75,0.36,0.184,0.449,0.473,0.394,0.481,0.6,0,0,1,1,0.764,1,1,1,1,0,1,1,0,0.5,0.5,0,0,1,1,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,0.5,0.778,0.778,0.75,0.436,0.16,0.505,0.473,0.433,0.552,0.476,0,0,1,1,0,1,0.5,1,1,0.004,1,1,0,0.5,0.5,1,0.16,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.6,1,1,1,1,0.833,0.5,0.5,1,1,0.5,0.635,0.302,0.692,0.056,0.341,0.609,0.998,0,0,1,1,0.6,1,0.5,1,1,0.167,1,1,0,0.5,0.5,0,0,1,1,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.842,0.2,1,1,1,0.75,0.889,0.75,0.5,0.259,0.259,0.75,0.216,0.051,0.266,0.76,0.689,0.537,0.146,0.166,0.095,0.949,0.154,0.429,1,1,1,1,0,1,1,0,0.5,0.5,1,0.4,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.947,0.4,1,1,0.75,0.5,0.833,0.75,1,0.207,0.207,0.25,0.142,0.046,0.173,0.737,0.835,0.61,0.128,0.107,0.09,0.932,0.113,1,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.127,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.6,1,0.8,1,0.5,0.5,0.25,0.5,0.933,0.933,0.75,0.263,0.143,0.323,0.21,0.605,0.52,0.549,0,0,1,1,1,1,1,1,1,0,1,1,0,0.5,0.5,0,0,1,1,0.422,0.313,0.163,0.883,1,0.59,Farmers-good
0.842,0,1,1,1,1,0.917,0.75,1,0.052,0.052,0.5,0.667,0.497,0.65,0.473,0.684,0.783,0.321,0.536,0.263,0.89,0,0.84,1,1,0.894,0,0,1,1,0.25,0.75,0.25,0,0,1,0.8,0.398,0.63,0.308,1,0.193,0.355,Farmers-good
0.789,0.6,1,1,0.75,0.75,1,1,1,0.207,0.207,0.25,0.09,0.049,0.125,0.715,0.857,0.544,0.127,0.059,0.061,0.949,0.191,1,1,0.25,1,1,0,1,1,0,0.5,0.5,1,0.267,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.9,1,1,0.75,0.5,0.833,0.75,0.5,1,1,0.75,0.252,0.173,0.301,0.737,0.671,0.561,0.588,0.215,0.144,0.909,0.07,0.315,1,0.5,0.471,0,0,1,1,0.25,0.75,0.5,0,0,1,0.5,0.398,0.63,0.308,1,0.193,0.355,Farmers-good
0.421,0.4,1,1,0.75,0.75,1,1,0.5,0.13,0.13,0.25,0.018,0.034,0.048,0.89,0.934,0.474,0.056,0,0,1,1,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.424,0,0,0.158,0.042,0.574,0.569,0.183,0.92,Farmers-good
1,0.4,1,1,1,1,0.917,0.75,1,0.052,0.052,0.5,0.654,0.438,0.65,0.473,0.629,0.749,0.284,0.536,0.263,0.89,0,0.714,1,1,0.735,0,0,1,1,0.25,0.75,0.25,0,0,1,0.5,0.398,0.63,0.308,1,0.193,0.355,Farmers-good
1,0.6,0.4,0.8,1,1,1,1,0.5,0.078,0.078,0.75,0.233,0.161,0.252,0.737,0.83,0.709,0.123,0.06,0.042,0.972,0.533,1,1,1,1,1,0,1,1,0,0.5,0.5,0,0,1,1,0.398,0.63,0.308,1,0.193,0.355,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,0.5,0.389,0.389,0.75,0.272,0.14,0.284,0.671,0.835,0.746,0.598,0.012,0.004,0.999,0.943,0.84,1,0.75,1,1,0.001,1,1,0,0.5,0.5,0,0,1,0.5,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,0.5,0,0.207,0.75,0.342,0.089,0.426,0,0.429,0.484,0.232,0,0,1,1,0.829,0.25,1,0.735,0,0,1,1,0.25,0.75,0.5,1,0.667,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.4,1,1,0.75,0.25,0.333,0.5,1,0.207,0.207,0.5,0.353,0.106,0.34,0.84,0.896,0.858,0.169,0.28,0.184,0.886,0,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.12,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.211,0.2,1,1,0.5,0.5,1,1,0.5,0.026,0.026,0.5,0.067,0.037,0.09,0.868,0.934,0.687,0.031,0,0,1,1,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.12,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.311,0.311,0.5,0.295,0.142,0.337,0.473,0.671,0.6,0.245,0.278,0.18,0.89,0,0.714,1,0.5,0.259,0,0,1,1,0.5,1,0.25,1,0.212,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.895,0.4,1,1,1,0.5,0.5,0.25,1,0.156,0.156,0.25,0.152,0.217,0.202,0.473,0.736,0.495,0.164,0.167,0.072,0.978,0,0.605,1,0.5,1,1,0.033,1,1,0,0.5,0.25,0,0,1,0.5,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.078,0.078,0.25,0.04,0.074,0.075,0.789,0.895,0.465,0.125,0.062,0.024,0.995,0,0.764,1,1,1,1,0.063,1,1,0,0.5,0.25,1,0.092,0,0,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
0.263,0.4,1,1,0.75,0.5,0.833,0.75,1,0.13,0.13,0.25,0.189,0.175,0.198,0.824,0.912,0.8,0.229,0.163,0.129,0.906,0,1,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.16,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.947,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.156,0.156,0.5,0.598,0.285,0.556,0.715,0.852,0.876,0.304,0.385,0.277,0.813,0.08,1,1,1,0.471,0,0,1,1,0.25,0.75,0.25,0,0,1,1,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.947,0.6,1,1,0.75,0.5,0.833,0.75,0.5,0.026,0.026,0.25,0.115,0.061,0.157,0.605,0.802,0.509,0.05,0,0,1,1,1,1,1,1,1,0,1,1,0,0.5,0.5,1,0,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0,1,1,0.75,0.5,0.833,0.75,1,0.389,0.389,0.5,0.321,0.138,0.314,0.868,0.888,0.837,0.321,0.259,0.156,0.912,0,0.931,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.176,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.895,0,1,1,0.75,0.5,0.833,0.75,1,0.389,0.389,0.25,0.104,0.056,0.123,0.868,0.923,0.729,0.64,0.083,0.027,1,0.182,0.701,1,0.5,1,1,0.003,1,1,0,0.5,0.25,1,0.096,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0,1,1,1,0.5,0.667,0.5,1,0.648,0.648,0.5,0.456,0.069,0.467,0.737,0.703,0.724,0.451,0.107,0.054,0.976,0.625,0.429,1,0.5,0.652,0,0.083,1,1,0.5,1,0.25,1,0.164,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.947,0.4,1,1,1,1,1,1,0.75,0.907,0.907,0.5,0.324,0.339,0.323,0.921,0.859,0.804,0.531,0.267,0.345,0.682,0,1,1,0.75,0.947,0,0,1,1,0.25,0.75,0.25,1,0.4,0,0,0.222,0.581,0.689,0.751,0.22,0.228,Farmers-good
0.737,0.4,1,1,1,1,1,1,0.75,0.778,0.778,0.5,0.459,0.29,0.47,0.396,0.698,0.722,1,0.388,0.738,0.247,0,1,1,1,0.471,0,0.333,1,1,0.5,1,0.25,0,0,1,1,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.6,1,1,1,1,0.917,0.75,0.5,0.311,0.311,0.75,0.248,0.241,0.268,0.737,0.815,0.704,0.319,0.006,0.003,0.999,0.96,0.863,1,1,0.206,0,0,1,1,0.25,0.75,0.5,1,0.146,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.9,1,1,0.75,0.5,0.833,0.75,0.5,0.389,0.389,0.5,0.194,0.081,0.213,0.737,0.855,0.707,0.22,0.065,0.033,0.985,0.522,0.84,1,0.25,1,1,0,1,1,0,0.5,0.5,0,0,1,1,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.947,0.4,1,1,0.75,0.5,0.833,0.75,0.75,0.207,0.207,0.25,0.109,0.113,0.147,0.781,0.824,0.53,0.16,0.006,0.002,0.999,0.94,1,1,0.5,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.327,0.675,0.647,1,0.375,0.491,Farmers-good
1,0.4,1,1,0.5,0.5,1,1,0.25,0.648,0.648,0.5,0.199,0.104,0.269,0.21,0.605,0.446,0.348,0,0,1,1,1,1,0.75,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.947,0.4,1,1,1,0.5,0.667,0.5,1,0.311,0.311,0.75,0.407,0.195,0.435,0.781,0.654,0.665,0.348,0.192,0.163,0.876,0.248,0,1,1,0.365,0,0.025,1,1,0.25,0.75,0.75,1,1,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.684,0.4,1,1,1,1,1,1,0.5,0.078,0.078,0.25,0.115,0.057,0.135,0.895,0.912,0.718,0.112,0,0,1,1,1,1,1,1,1,0.019,1,1,0,0.5,0.25,0,0,1,1,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
1,0.4,1,1,0.75,0.75,1,1,1,0.143,0.143,0.25,0.03,0.06,0.068,0.789,0.884,0.381,0.064,0.042,0.027,0.984,0.152,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.128,0,0,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
1,0.4,1,1,1,1,1,1,0.5,0.207,0.207,0.25,0.191,0.1,0.215,0.737,0.835,0.676,0.159,0.011,0.006,0.997,0.9,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.156,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.947,0.6,1,1,1,1,1,1,1,0.778,0.778,0.75,0.294,0.141,0.299,0.8,0.851,0.779,0.441,0.247,0.263,0.775,0,1,1,1,0.735,0,0,1,1,0.25,0.75,0.5,1,0.1,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.078,0.078,0.5,0.185,0.129,0.276,0.684,0.512,0.363,0.101,0.157,0.388,0.585,0.056,0.315,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.398,0.63,0.308,1,0.193,0.355,Farmers-good
1,0.4,1,1,1,1,0.917,0.75,1,0.078,0.078,0.25,0.199,0.194,0.217,0.824,0.857,0.716,0.107,0.179,0.077,0.976,0,0.714,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,0.75,0.207,0.207,0.25,0.197,0.05,0.204,1,0.824,0.641,0.092,0.168,0.066,0.986,0,0.714,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.2,0,0,0.17,0.397,0.54,0.77,0.161,0.324,Farmers-good
0.842,0.6,1,1,1,0.5,0.667,0.5,0.75,0.104,0.104,0.5,0.102,0.055,0.207,0.122,0.506,0.213,0.078,0.171,0.105,0.939,0,0,1,1,1,1,0,1,1,0,0.5,0.75,1,0.333,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.842,0,0.8,1,0.5,0.5,1,1,1,0.104,0.104,0.25,0.112,0.115,0.141,0.759,0.868,0.616,0.082,0.081,0.038,0.985,0.229,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.16,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.421,0.4,1,1,0.5,0.5,1,1,1,0.078,0.078,0.25,0.199,0.194,0.222,0.781,0.835,0.684,0.109,0.146,0.067,0.975,0.151,0.886,1,1,1,1,0,1,1,0,0.5,0.25,1,0.08,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.947,0,1,1,0.75,0.75,1,1,1,0.194,0.194,0.5,0.393,0.371,0.38,0.737,0.868,0.841,0.236,0.313,0.22,0.854,0,1,1,0.5,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.579,0,1,1,0.75,0.5,0.833,0.75,0.5,0.078,0.078,0.25,0.068,0.073,0.084,0.934,0.967,0.822,0.052,0.051,0.022,0.993,0.211,1,1,0.75,1,1,0,1,1,0,0.5,0.25,1,0.133,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.684,0.6,1,1,0.75,0.5,0.833,0.75,0.5,0.181,0.181,0.75,0.303,0.188,0.292,0.868,0.925,0.88,0.194,0,0,1,1,0.701,1,0.75,1,1,0,1,1,0,0.5,0.5,1,0.2,0,0,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,0.25,0.617,0.617,0.75,0.41,0.209,0.628,0.737,0,0.411,0.422,0,0,1,1,0.714,1,1,1,1,0,1,1,0,0.5,0.5,0,0,1,1,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0,1,1,1,1,1,1,1,0.13,0.13,0.25,0.22,0.024,0.222,0.868,0.921,0.837,0.048,0.035,0.014,0.997,0.78,1,1,0.5,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
1,0.6,1,1,1,1,1,1,0.5,0.518,0.518,0.75,0.578,0.501,0.564,0.552,0.736,0.791,0.447,0,0,1,1,1,1,0.75,1,1,0,1,1,0,0.5,0.5,0,0,1,1,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
0.526,0,1,1,0.5,0.5,1,1,1,0.078,0.078,0.5,0.273,0.194,0.278,0.737,0.868,0.788,0.107,0.229,0.101,0.967,0,1,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.947,0.2,1,1,0.75,0.75,1,1,0.75,0.052,0.052,0.25,0.222,0.141,0.23,0.781,0.89,0.787,0.072,0.19,0.107,0.944,0,1,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.128,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.842,0.6,1,1,0.75,0.5,0.833,0.75,1,0.104,0.104,0.25,0.209,0.281,0.215,0.824,0.912,0.815,0.157,0.17,0.055,1,0.042,0.701,1,0.5,1,1,0,1,1,0,0.5,0.5,0,0,1,0.8,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.6,1,1,1,1,0.75,0.25,0.5,0.052,0.052,0.25,0.084,0.046,0.128,0.868,0.819,0.461,0.049,0.078,0.046,0.974,0.163,0.429,1,1,1,1,0,1,1,0,0.5,0.5,0,0,1,1,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.947,0.4,1,1,1,1,0.917,0.75,1,0.104,0.104,0.5,0.583,0.51,0.622,0.737,0.472,0.645,0.309,0,0,1,1,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.156,0,0,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
1,0.4,1,1,1,0.75,0.889,0.75,1,0.104,0.104,0.75,0.126,0.067,0.153,0.737,0.868,0.641,0.088,0.126,0.069,0.966,0,0.573,1,1,1,1,0,1,1,0,0.5,0.5,0,0,1,1,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,0.25,0.467,0.467,0.75,0.247,0.127,0.269,0.605,0.802,0.687,0.291,0,0,1,1,0.573,1,1,1,1,0,1,1,0,0.5,0.5,0,0,1,1,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.474,0.9,1,1,1,0.5,0.667,0.5,1,0.207,0.207,0.5,0.064,0.061,0.107,0.671,0.835,0.427,0.096,0.044,0.041,0.967,0.258,1,1,1,1,1,0,1,1,0,0.5,0.5,0,0,1,1,0.047,0.303,0.862,0.733,0.164,0.679,Farmers-good
1,0.4,1,0.8,0.5,0.5,1,1,1,0.13,0.13,0.25,0.165,0.2,0.191,0.737,0.846,0.661,0.123,0.158,0.156,0.871,0,1,1,0.75,1,1,0.002,1,1,0,0.5,0.25,0,0,1,0.5,0.161,0.251,0.748,0.888,0.119,0.437,Farmers-good
0.947,0.4,1,1,0.75,0.5,0.833,0.75,1,0.13,0.13,0.5,0.365,0.488,0.416,0.473,0.576,0.586,0.253,0.333,0.28,0.788,0.011,0.863,1,0.25,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
0.842,1,0.8,1,0.5,0.5,1,1,0.5,0.441,0.441,0.5,0.199,0.104,0.215,0.737,0.868,0.733,0.26,0,0,1,1,1,1,0.5,1,1,0,1,1,0,0.5,0.75,0,0,1,1,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.684,0.4,1,1,0.75,0.75,1,1,1,0.039,0.039,0.25,0.077,0.121,0.095,0.912,0.951,0.769,0.04,0.078,0.033,0.991,0,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.119,0,0,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
1,0,1,1,0.75,0.5,0.833,0.75,0.5,0.233,0.233,0.25,0.218,0.137,0.224,0.947,0.903,0.806,0.181,0,0,1,1,0.989,1,1,1,1,0,1,1,0,0.5,0.25,1,0.2,0,0,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
1,0,1,1,1,0.5,0.667,0.5,1,0.207,0.207,0.75,0.23,0.354,0.234,0.93,0.906,0.817,0.387,0.181,0.09,0.961,0.039,0.714,1,1,1,1,0,1,1,0,0.5,0.5,0,0,1,1,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,0.25,0.389,0.389,0.75,0.329,0.168,0.345,0.737,0.769,0.712,0.362,0.007,0.004,0.998,0.96,0.829,1,1,1,1,0,1,1,0,0.5,0.5,0,0,1,0.5,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,1,0.5,0.5,0.25,0.5,0.13,0.13,0.25,0.085,0.046,0.149,0.789,0.721,0.335,0.224,0,0,1,1,0.726,1,0.5,1,1,0,1,1,0,0.5,0.5,0,0,1,0.5,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,0.8,0.75,0.5,0.833,0.75,1,0.13,0.13,0.5,0.225,0.362,0.241,0.763,0.847,0.725,0.194,0.166,0.173,0.853,0.058,0.857,1,1,1,1,0.029,1,1,0,0.5,0.25,1,0.4,0,0,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
0.632,0.4,1,1,1,1,1,1,1,0.13,0.13,0.25,0.218,0.213,0.227,0.781,0.89,0.784,0.137,0.187,0.081,0.975,0,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.22,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.75,0.259,0.259,0.5,0.752,0.654,0.808,0.473,0.261,0.622,0.412,0,0,1,1,1,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
1,0.4,1,0.8,1,0.5,0.5,0.25,0.5,0.778,0.778,0.5,0.145,0.209,0.323,0.473,0.117,0.14,0.433,0,0,1,1,1,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
1,0.4,1,1,1,0.5,0.5,0.25,1,0.311,0.311,0.75,0.572,0.29,0.575,0.737,0.653,0.737,0.36,0.252,0.101,0.977,0.417,0.315,1,1,1,1,0,1,1,0,0.5,0.75,0,0,1,0.5,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.9,1,1,1,0.5,0.333,0,0.5,0.298,0.298,0.75,0.187,0.201,0.269,0.368,0.552,0.391,0.195,0,0,1,1,0.315,1,1,1,1,0,1,1,0,0.5,0.75,0,0,1,1,0.222,0.581,0.689,0.751,0.22,0.228,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.75,0.026,0.026,0.25,0.084,0.255,0.105,0.912,0.926,0.701,0.083,0.087,0.054,0.968,0,0.931,1,1,1,1,0.003,1,1,0,0.5,0.25,0,0,1,1,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
0.421,0.2,1,1,0.5,0.5,1,1,1,0.104,0.104,0.25,0.21,0.628,0.22,0.781,0.89,0.778,0.315,0.181,0.059,1,0,1,1,0.5,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
